"","artist","title","Wonder","Transcendence","Nostalgia","Tenderness","Peacefulness","Joy","Power","Tension","Sadness","Sublimity","Vitality","Unease","ICC","Familiarity","Liking","Spotify ID","Youtube Clip","Youtube ID","Youtube Start-Time","Youtube End-Time","Number of Raters","GEMS Version"
"207","50 Cent","In Da Club",15.37,7.16,15.12,5.51,16.7,56.44,25.81,12.16,0,11.97,41.13,6.08,0.94,3.81,3.44,"7iL6o9tox1zgHpKUfh9vuC","https://youtube.com/clip/UgkxPTUGD757NZE04L5T2DQ0oFPpRTI64qKI","UgkxPTUGD757NZE04L5T2DQ0oFPpRTI64qKI","0:40","1:18",43,"gems-45_mx"
"208","Akua Naru","Poetry: How Does It Feel",20.12,14.3,17.67,29.84,42.19,8.93,5.86,10.58,2.19,24.82,7.4,6.38,0.9,1.35,2.88,"0SQg86odv33piyPWPgNpBM","https://youtube.com/clip/UgkxaI7IEJFGmNuo3apwunshxwOL6L0qkv-L","UgkxaI7IEJFGmNuo3apwunshxwOL6L0qkv-L","0:59","1:34",43,"gems-45_mx"
"209","OutKast","B.O.B.",10.5,15.4,4.93,0.27,11.5,49.47,36.03,28.73,0.67,8.52,42.75,14.7,0.92,1.83,2.83,"3WibbMr6canxRJXhNtAvLU","https://youtube.com/clip/UgkxubyVQJjx7WtuqLhLzUBEEkMSHEXoPqZH","UgkxubyVQJjx7WtuqLhLzUBEEkMSHEXoPqZH","0:31","1:21",30,"gems-45_mx"
"210","Jedi Mind Tricks","Deathbed Doctrine",11.73,8.1,2.67,3.03,6.6,54.9,36.47,22.23,0,6.43,45.68,11.12,0.95,1.23,2.9,"1i74MnweHIH0Lt4upFKP9I","https://youtube.com/clip/UgkxZf3ZvxAYVnURNwwMij2hPwJpcszJE8nv","UgkxZf3ZvxAYVnURNwwMij2hPwJpcszJE8nv","0:32","1:27",30,"gems-45_mx"
"211","Bushido","Leben Und Tod Des Kenneth Gl�ckler",19.13,20.6,1.87,1.7,8.4,26.93,39.23,21.9,1.07,10.34,33.08,11.48,0.88,1.5,2.63,"3ai0DFuYn5KnHPUbRjAkga",NA,NA,NA,NA,30,"gems-45_mx"
"212","Beastie Boys","Fight For Your Right",22.84,8.4,15.76,2.52,3.56,42.96,37.36,29.2,0,10.62,40.16,14.6,0.88,2.52,3.04,"5NLuC70kZQv8q34QyQa1DP","https://youtube.com/clip/UgkxLiBRjEcNV1_KdoYV9fExBB4JoIZqPXl1","UgkxLiBRjEcNV1_KdoYV9fExBB4JoIZqPXl1","2:38","3:16",25,"gems-45_mx"
"213","Action Bronson","Actin Crazy",10.44,9.32,2,1.76,21.24,25.08,19.44,26.6,1.44,8.95,22.26,14.02,0.75,1,2.56,"3clX2NMmjaAHmBjeTSa9vV","https://youtube.com/clip/UgkxB6BmDvjHIlfMegxsTkAL3QsvWuGjqc8U","UgkxB6BmDvjHIlfMegxsTkAL3QsvWuGjqc8U","0:15","1:12",25,"gems-45_mx"
"214","Immortal Technique","Leaving the past",18.52,22.64,16.48,3.48,12.76,20.28,11.12,20.24,16,14.78,15.7,18.12,0.14,1,2.64,"6msTUCqIfVOWe7pzWGzh6F",NA,NA,NA,NA,25,"gems-45_mx"
"215","SSIO","Nullkommaneun",15.24,17.34,1.69,1.76,4.59,37.76,22.48,36.86,0,8.12,30.12,18.43,0.89,1.45,2.52,"3cLXgIlvugVKpWBmO5v9oy","https://youtube.com/clip/UgkxIoxnqhDJAYNa8D04h4ErsP8RkqaPXWqW","UgkxIoxnqhDJAYNa8D04h4ErsP8RkqaPXWqW","2:51","3:30",29,"gems-45_mx"
"216","Wu-Tang Clan","Da Mystery Of Chessboxin'",8.24,8.55,1.97,2.41,4.66,35.66,31.14,27.76,0,5.17,33.4,13.88,0.91,1.45,2.59,"4xOTVtbCPcfxMs2hSt9D6i","https://youtube.com/clip/UgkxPqDxvyBR6wzkoSa7KlaX4AXcGGFvDJRp","UgkxPqDxvyBR6wzkoSa7KlaX4AXcGGFvDJRp","0:18","0:56",29,"gems-45_mx"
"217","Post Malone","Congratulations",17.76,6.22,22.92,7.41,27.68,42.59,25.19,12.22,2.46,16.39,33.89,7.34,0.86,3.05,3.38,"3a1lNhkSLSkpJE4MSHpDu9","https://youtube.com/clip/UgkxjrIgYcrqFAJNCFiuffHJETXyCoL3-eMX","UgkxjrIgYcrqFAJNCFiuffHJETXyCoL3-eMX","0:31","1:06",37,"gems-45_mx"
"218","D-12","Fight Music",1.92,7.89,7.24,0,4.78,34.97,42.78,24.92,0,4.37,38.88,12.46,0.94,2.19,3.05,"3vBv2Tp0kHyBDUBZJr9GXQ","https://youtube.com/clip/UgkxfSmvrq1hqByszPlR8lZYn7VfLMdBP7xj","UgkxfSmvrq1hqByszPlR8lZYn7VfLMdBP7xj","2:04","2:41",37,"gems-45_mx"
"219","Jurassic 5","Work It Out",11.68,14.65,12.11,9.92,23.92,46.51,18.92,12.03,0,14.45,32.72,6.01,0.88,1.19,3.08,"4wAjMtIbWBP3g1iETZRrg3","https://youtube.com/clip/UgkxFIhSNhJ_Tb5dSX7vPyAIKk51jnpAln7v","UgkxFIhSNhJ_Tb5dSX7vPyAIKk51jnpAln7v","0:48","1:24",37,"gems-45_mx"
"220","Logic","Black Spiderman",13.97,13.54,7.91,7.91,11.71,35.37,20.71,18.49,2.43,11.01,28.04,10.46,0.76,1.8,2.49,"7BKUWh5sdtdS17crohRe4L","https://youtube.com/clip/Ugkxpj2Jw4BiyVImQSw49snNHiZqIGXXXYfX","Ugkxpj2Jw4BiyVImQSw49snNHiZqIGXXXYfX","0:42","1:26",35,"gems-45_mx"
"221","Jay Z","Hard Knock Life",20,14.09,19.54,19.11,18.69,35.86,15.11,11.86,3.8,18.29,25.49,7.83,0.67,3.43,3.29,"0PncoISAGbKR9HRx5LEbhC",NA,NA,NA,NA,35,"gems-45_mx"
"222","The Notorious B.I.G.","Juicy",17.8,14.66,13.6,8.26,22.54,33.69,18.57,6.43,2.34,15.37,26.13,4.39,0.75,2.23,2.91,"2AP7m2dBb8ULTx4Gc1rdMc","https://youtube.com/clip/UgkxrJMgPWDGPZXi53mg-mbkThj5shc2hAfc","UgkxrJMgPWDGPZXi53mg-mbkThj5shc2hAfc","1:30","2:11",35,"gems-45_mx"
"223","N.E.R.D","Lemon",9.46,3.33,5,3.29,2.12,30.5,23.79,20.83,0,4.64,27.15,10.42,0.83,1.75,2.58,"2LKlHBPHxLG5ArAXfF148n","https://youtube.com/clip/UgkxZ_b33llhim3tA6TNrlUfEUDUNHizlvHW","UgkxZ_b33llhim3tA6TNrlUfEUDUNHizlvHW","0:34","1:08",24,"gems-45_mx"
"224","50 Cent","Candy Shop",12.75,3.33,20.25,25.08,7.21,54.62,35,5.25,0,13.72,44.81,2.62,0.9,3.88,3.5,"5D2mYZuzcgjpchVY1pmTPh","https://youtube.com/clip/UgkxhZKaCibKVoF7D08iAtBOgJ6J7gBVqXh_","UgkxhZKaCibKVoF7D08iAtBOgJ6J7gBVqXh_","0:25","1:13",24,"gems-45_mx"
"225","2Pac","Keep Ya Head Up",8.25,9.62,8.83,8.17,30.33,23,10.08,6,4.17,13.04,16.54,5.08,0.65,1.96,2.92,"4Tttv4p2xuAq1LpQ7LI95E",NA,NA,NA,NA,24,"gems-45_mx"
"226","Prinz Pi","Gibt dem Affen Zucker",10.08,3.25,0,0,4.79,30.17,25.29,26.17,0,3.62,27.73,13.08,0.87,1.12,2.17,NA,"https://youtube.com/clip/UgkxhN_VeknwSgfrqMxVsyyVitXuQTSO3cZU","UgkxhN_VeknwSgfrqMxVsyyVitXuQTSO3cZU","1:17","1:51",24,"gems-45_mx"
"227","Geto Boys","Mind Playing Tricks On Me",12.57,8.04,2.04,0,7.83,18.39,11.61,33.22,1.09,6.1,15,17.15,0.79,1.17,2.17,"63BokRfXSQhEU6Qi2dSJpZ","https://youtube.com/clip/Ugkxh5BeP6KcqjdYlVYhmGNbpjHeqZ1rbhrL","Ugkxh5BeP6KcqjdYlVYhmGNbpjHeqZ1rbhrL","0:35","1:13",23,"gems-45_mx"
"228","NAS","If I Ruled The World (Imagine That)",12.61,19.48,6.96,2.3,15.96,27.83,23.35,14.17,0,11.46,25.59,7.09,0.71,1.52,2.65,"5PQmSHzWnlgG4EBuIqjac2","https://youtube.com/clip/UgkxQFUMB9ZvzMD0TTOh5xu6fX-aFVRuwjJP","UgkxQFUMB9ZvzMD0TTOh5xu6fX-aFVRuwjJP","1:09","1:44",23,"gems-45_mx"
"229","OutKast","Ms. Jackson",24,5.75,35.35,2.05,4.05,42.2,15.45,11.65,6.35,14.24,28.82,9,0.81,3.3,3.15,"0I3q5fE6wg7LIfHGngUTnV",NA,NA,NA,NA,20,"gems-45_mx"
"230","Kendrick Lamar","i",7.58,6.95,0,1.84,3.58,29.26,15.79,22.68,0,3.99,22.53,11.34,0.78,1.63,2.42,"7wdzLe2Gsx1RGqbvYZHASz","https://youtube.com/clip/UgkxS_Zf6GeAQ5Wb_1Gfdz-EVBhrebmlb6Yn","UgkxS_Zf6GeAQ5Wb_1Gfdz-EVBhrebmlb6Yn","1:22","2:00",19,"gems-45_mx"
"231","Kanye West","Gold Digger",24.79,4.62,23.5,5.76,11.76,62.32,36.79,9.71,0,14.09,49.56,4.85,0.94,4.12,3.76,"1PS1QMdUqOal0ai3Gt7sDQ","https://youtube.com/clip/UgkxybNuZJ2bizLIpsayCS2Ic_hs6eynvZ3L","UgkxybNuZJ2bizLIpsayCS2Ic_hs6eynvZ3L","0:20","1:03",34,"gems-45_mx"
"232","Max Herre","1Ste Liebe",7.74,5.62,13.47,12.65,20.53,21.59,0.91,18.71,0,12,11.25,9.35,0.74,1.18,2.32,"20xi5ZLlmFLqXtsoNlcqYs","https://youtube.com/clip/UgkxPYKNzlOjeAyCaSpcaSrt1ej0Bag694wV","UgkxPYKNzlOjeAyCaSpcaSrt1ej0Bag694wV","1:20","1:57",34,"gems-45_mx"
"233","Future","Mask Off",18.29,5.32,10.09,5.68,5.44,31.56,26.12,19.97,2.62,8.96,28.84,11.29,0.82,2.74,2.68,"0VgkVdmE4gld66l8iyGjgx","https://youtube.com/clip/Ugkx5J3xH7SZ9jDFtpl8pdxAnMiSb-GPCrhY","Ugkx5J3xH7SZ9jDFtpl8pdxAnMiSb-GPCrhY","1:27","2:06",34,"gems-45_mx"
"234","Ice Cube","It Was A Good Day",5.32,3.32,13.56,4.29,16.03,21.5,10,19.97,0,8.51,15.75,9.99,0.71,1.65,2.38,"2GrOq1y5gksYrqkc8Jzl9T","https://youtube.com/clip/Ugkx7zgQVqyx27SS463zhiTuKgY6TFpsLk_D","Ugkx7zgQVqyx27SS463zhiTuKgY6TFpsLk_D","0:59","1:29",34,"gems-45_mx"
"235","eRRdeKa","EdoppelR",8.81,4.67,3.81,0,11.53,26.4,12.79,19.51,1.35,5.77,19.59,10.43,0.85,1.4,2.4,NA,"https://youtube.com/clip/UgkxBl1mEDuDJTcfug2835bM33WCjugjBM_p","UgkxBl1mEDuDJTcfug2835bM33WCjugjBM_p","0:40","1:16",43,"gems-45_mx"
"236","Yung Hurn","Bianco",15.3,6.47,6.56,5.09,19.3,19.14,4.37,23.93,2.98,10.54,11.76,13.45,0.76,1.79,2.42,"1vfVPUkl5v0HXWCEgQJHOf","https://youtube.com/clip/Ugkx5iVePlCYZzdnY4V8kkaoil1K4vkCmpyC","Ugkx5iVePlCYZzdnY4V8kkaoil1K4vkCmpyC","1:05","1:40",43,"gems-45_mx"
"237","Blackalicious","Alphabet Aerobics",24.82,16.52,1.61,0,10.36,37.58,28.39,27.48,0,10.66,32.98,13.74,0.9,1.58,2.82,"4z5L0qDduw3w1apQ4Qa6KV","https://youtube.com/clip/Ugkxn3EzDMNazJQMMWZfJLQeBxQKUpz2R7ik","Ugkxn3EzDMNazJQMMWZfJLQeBxQKUpz2R7ik","0:11","1:01",33,"gems-45_mx"
"238","SSIO","Sim-Karte",10.22,9.66,5.66,0,10.25,32.81,26.19,23.88,0,7.16,29.5,11.94,0.85,1.75,2.66,"4boJTTrr04CNomqZj9SJ4f","https://youtube.com/clip/UgkxysIgcy_4uD84L41xB_BHI_cyFy2D92pI","UgkxysIgcy_4uD84L41xB_BHI_cyFy2D92pI","1:36","2:15",32,"gems-45_mx"
"239","Drake","Too Much",16.75,15.66,22.78,15.69,22.47,20.06,18.59,12,6.16,18.67,19.33,9.08,0.12,1.5,2.84,"5LnXWeA9tuWKI2C1H74iiJ","https://youtube.com/clip/UgkxwsSGKlnDB4tYHlE1dMUzGlV0JJVOL7ce","UgkxwsSGKlnDB4tYHlE1dMUzGlV0JJVOL7ce","0:31","1:20",32,"gems-45_mx"
"240","A$AP Rocky","Fashion Killa",6.91,9.7,7.97,9.73,12.91,20.73,8.12,16.06,3.45,9.44,14.42,9.76,0.38,1.48,2,"0O3TAouZE4vL9dM5SyxgvH","https://youtube.com/clip/Ugkxu0uQao7t41a26OSEZ7X5EmP5WVH8UbUs","Ugkxu0uQao7t41a26OSEZ7X5EmP5WVH8UbUs","0:51","1:28",33,"gems-45_mx"
"241","Obie Trice","Got some Teeth",3.46,12.92,8.38,5.5,12.35,50.81,33.88,22.04,0,8.52,42.35,11.02,0.91,1.19,2.81,"7tszeVkfxO5ISkjZWpIG88","https://youtube.com/clip/UgkxwngwihkN9iE0tExYaydT7DaUT-rgeFqa","UgkxwngwihkN9iE0tExYaydT7DaUT-rgeFqa","0:25","1:15",26,"gems-45_mx"
"242","CunninLynguists","Love Ain't",15.23,21.73,19.23,5.38,7.69,34.65,34.65,19.31,6.04,13.85,34.65,12.67,0.74,1.31,3.08,"6qfna7A7WvUwyNoqVwbhnc","https://youtube.com/clip/UgkxlI263XMJfcPHUJwbehVTwCNmkArawAfE","UgkxlI263XMJfcPHUJwbehVTwCNmkArawAfE","0:24","1:08",26,"gems-45_mx"
"243","Jay-Z","Ni**as In Paris",16.62,11.5,15.92,3.73,3.85,60.38,51.46,28.19,0,10.32,55.92,14.1,0.94,2.69,3.35,"4Li2WHPkuyCdtmokzW2007","https://youtube.com/clip/UgkxAPRwScOtAsH7lNmTXrrFrOPHFa8aEtuP","UgkxAPRwScOtAsH7lNmTXrrFrOPHFa8aEtuP","0:39","1:33",26,"gems-45_mx"
"244","CunninLynguists","Valley of Death",18.65,23.39,19.96,0,4.65,27.87,20.52,15.3,2.04,13.33,24.2,8.67,0.7,1.22,2.7,"3rvuvqoC0zvoUkog7EKLMv",NA,NA,NA,NA,23,"gems-45_mx"
"245","Eminem","Till I Collapse",19.73,26.67,7.83,1.67,0,42.93,55.17,16.67,0,11.18,49.05,8.33,0.94,3.3,3.3,"4xkOaSrkexMciUUogZKVTS","https://youtube.com/clip/UgkxUbcbREprQ8lxVaIbuvzZ570V5w_eNiON","UgkxUbcbREprQ8lxVaIbuvzZ570V5w_eNiON","0:52","1:22",30,"gems-45_mx"
"246","Kendrick Lamar","Rigamortus",9.67,5.5,3.4,2.93,9.5,34.47,24.53,30.8,1.37,6.2,29.5,16.08,0.89,1.3,2.5,"2lD6AoA8qf2t4Dkf2TcmNK","https://youtube.com/clip/Ugkx4ADkHLGNj1m5ztwo08fC9cfse41HUoAj","Ugkx4ADkHLGNj1m5ztwo08fC9cfse41HUoAj","0:36","1:23",30,"gems-45_mx"
"247","Chinese Man","I've Got That Tune",24.37,10.63,8.23,10.1,26.87,50.97,24.5,10.9,0,16.04,37.73,5.45,0.9,1.43,3.23,"6ZOeDXutLpSGqA1sSL6LrL","https://youtube.com/clip/Ugkxl8V8xIDseh5mZvsg3Ry96BpP--D9opcP","Ugkxl8V8xIDseh5mZvsg3Ry96BpP--D9opcP","2:29","3:12",30,"gems-45_mx"
"248","Kendrick Lamar","Alright",9.73,5.95,5.95,0,7.51,24.92,15.35,19,0,5.83,20.14,9.5,0.78,2,2.24,"3iVcZ5G6tvkXZkZKlMpIUs","https://youtube.com/clip/UgkxPHROtDPzARhhsdqX8YLXqcNPRExmYyGh","UgkxPHROtDPzARhhsdqX8YLXqcNPRExmYyGh","3:18","4:04",37,"gems-45_mx"
"249","Eminem","Shake That",8.76,3.64,11.4,0.6,10.28,37.72,15.12,10.84,0,6.94,26.42,5.42,0.86,2.36,2.88,"0fGh0trRN1xz3s41r7V5ce","https://youtube.com/clip/WrjwGPb0Hvw?start=167","WrjwGPb0Hvw?start=167","2:47","3:30",25,"gems-45_mx"
"250","Immortal Technique","Freedom Of Speech",8.08,6.2,6.12,0.68,8.76,23.44,15.64,23.68,1.76,5.97,19.54,12.72,0.74,1.28,2.48,"6fx3RqwMuR3k7M1bCpUFKJ",NA,NA,NA,NA,25,"gems-45_mx"
"251","Sage Francis","Crack Pipes",9.32,17.64,12.96,1.84,6.6,8.44,16,24.48,12.36,9.67,12.22,18.42,0.52,1.2,2.28,"0BbYnQHDdUNO5e38PK3GOX","https://youtube.com/clip/Ugkxcgjs2MEX3oDUTZJGrphrfKkoNRg_44aL","Ugkxcgjs2MEX3oDUTZJGrphrfKkoNRg_44aL","0:20","1:11",25,"gems-45_mx"
"252","Blackstreet","No Diggity",30,6.76,19.6,7.96,23.2,33.88,14.08,3.6,0,17.5,23.98,1.8,0.8,3,3.36,"6MdqqkQ8sSC0WB4i8PyRuQ","https://youtube.com/clip/Ugkx0UsizXtbMI2zJPi4AObyTIb0gJmK0KYB","Ugkx0UsizXtbMI2zJPi4AObyTIb0gJmK0KYB","1:05","1:49",25,"gems-45_mx"
"253","NAS","N.Y. State of Mind",2.4,10.3,1.45,0,6.5,23.3,27.75,32.45,3.6,4.13,25.52,18.02,0.85,1.2,2.05,"0trHOzAhNpGCsGBEu7dOJo","https://youtube.com/clip/UgkxcIw-zmh7aFX4IwPWGXjuVNMj17Xr2DKa","UgkxcIw-zmh7aFX4IwPWGXjuVNMj17Xr2DKa","0:29","1:08",20,"gems-45_mx"
"254","Nicki Minaj","Moment 4 Life",14.75,23.85,3.2,0,4.8,44.05,44,15.45,0.85,9.32,44.02,8.15,0.89,2,2.95,"1ia019RqDK2o4QiANR1Dyn","https://youtube.com/clip/UgkxhOH25PgSEUkU5mNTRLHHQ-V3kL7OKMyU","UgkxhOH25PgSEUkU5mNTRLHHQ-V3kL7OKMyU","0:00","0:39",20,"gems-45_mx"
"255","Missy Elliott","Work It",12.91,8.91,5.3,2.3,0.43,39.22,20.48,19.65,0,5.97,29.85,9.83,0.83,2.57,2.52,"3jagJCUbdqhDSPuxP8cAqF",NA,NA,NA,NA,23,"gems-45_mx"
"256","Marteria","Kids",5.48,15.13,4.04,0,12.48,35.61,7.78,18.7,5,7.43,21.7,11.85,0.78,1.57,2.13,"6lxTIMeCLEkj48TlCRG3XX","https://youtube.com/clip/UgkxkOCPBrbry70xR48trTHolY2-UZ16kstQ","UgkxkOCPBrbry70xR48trTHolY2-UZ16kstQ","0:37","1:15",23,"gems-45_mx"
"257","Wiz Khalifa","Young, Wild & Free",25.33,13.28,23.61,9.78,8.78,51.83,17.61,18.94,0,16.16,34.72,9.47,0.81,3.28,3.22,"5HQVUIKwCEXpe7JIHyY734","https://youtube.com/clip/UgkxCvIDJmDT3LI2bByGdPRUfLQcjUwxCj63","UgkxCvIDJmDT3LI2bByGdPRUfLQcjUwxCj63","1:19","1:58",18,"gems-45_mx"
"258","Why SL Know Plug","Rite Back",12.63,8.19,0.56,0,2.3,35.07,18.11,15.22,0.81,4.73,26.59,8.02,0.88,1.33,2.56,"5c2LdL9xlXX0CyPry5UDIR","https://youtube.com/clip/UgkxtqzDFHjQIkX5tSVrUyjyEoXFIbxKSV7b","UgkxtqzDFHjQIkX5tSVrUyjyEoXFIbxKSV7b","0:29","0:59",27,"gems-45_mx"
"259","Black Hippy","Control",4.85,9.19,1.48,0,2.59,24.11,20.74,34.44,1.63,3.62,22.43,18.04,0.88,1.22,2.48,"18lRXAROle06PhNpCqRoSV","https://youtube.com/clip/Ugkxg8OwJw0DMFF2Ayuk6j2JOpgKQ3YH657w","Ugkxg8OwJw0DMFF2Ayuk6j2JOpgKQ3YH657w","0:11","0:56",27,"gems-45_mx"
"260","Dr. Dre","Still D.R.E.",16,14.75,27.19,3,20.47,38,46.88,11.47,0,16.28,42.44,5.73,0.91,4.06,3.84,"503OTo2dSqe7qk76rgsbep","https://youtube.com/clip/UgkxdRaji-a4BT10TlHVMim4VkgyR10J4JTP","UgkxdRaji-a4BT10TlHVMim4VkgyR10J4JTP","7200:00","1:38",32,"gems-45_mx"
"261","Haftbefehl","Lass Die Affen Aus'm Zoo",6.58,13.94,5.71,1.32,4,26.9,30.23,45.55,0.97,6.31,28.56,23.26,0.9,1.45,2.26,"6QNgcN2uHhXJG4RWDPyQQF","https://youtube.com/clip/Ugkxmy_ga4iNe70znKUgLpNdaPv6HYgHWJUp","Ugkxmy_ga4iNe70znKUgLpNdaPv6HYgHWJUp","0:42","1:12",31,"gems-45_mx"
"262","J. Cole","Wet Dreamz",31.48,13.77,21.84,20.55,30.77,34.74,23.58,11.13,2.1,23.68,29.16,6.61,0.72,2.23,3.48,"4tqcoej1zPvwePZCzuAjJd","https://youtube.com/clip/UgkxVxedlvq78WoVJgVDYux2zHCgEQ8IOTgq","UgkxVxedlvq78WoVJgVDYux2zHCgEQ8IOTgq","0:00","0:35",31,"gems-45_mx"
"263","Dr. Dre","Nuthin' But A G thang",20.97,6.45,15.81,7.13,20.48,42.9,22.77,13.74,1.61,14.17,32.84,7.68,0.81,2.26,3,"4YtoipFgf4k0AfD17ZfD5X",NA,NA,NA,NA,31,"gems-45_mx"
"264","Soul Position","Priceless",11.93,5.89,2.07,5.85,18.26,35.78,7.52,10.52,0,8.8,21.65,5.26,0.87,1.19,2.52,"7I4ozG1g4D5H7FvKkMe27n","https://youtube.com/clip/UgkxYUpu9BAz8-d7_Q0IPPLGibsj2-B7BOm8","UgkxYUpu9BAz8-d7_Q0IPPLGibsj2-B7BOm8","0:30","1:05",27,"gems-45_mx"
"265","Die Orsons","Ventilator",9.26,5.59,2.33,0.56,5.19,24.67,5.56,21,0.74,4.59,15.11,10.87,0.85,1.52,1.93,"5j9djud18VQob3Ec3FUoy0","https://youtube.com/clip/UgkxGRvWV0EKHd0SfJ1IW6htTS0h35VmxMga","UgkxGRvWV0EKHd0SfJ1IW6htTS0h35VmxMga","0:24","0:54",27,"gems-45_mx"
"266","Method Man","Part II",16.85,3.52,2.22,1.52,16.44,35.26,19.3,14.78,0,8.11,27.28,7.39,0.86,1.74,2.7,"2n7h09QrGitVul66b2D8Re","https://youtube.com/clip/UgkxrWMSp4Za-R9LoFhFoBBz_-kue64UEhtF","UgkxrWMSp4Za-R9LoFhFoBBz_-kue64UEhtF","0:30","1:16",27,"gems-45_mx"
"267","Public Enemy","Harder Than You Think",23.59,9.45,6.66,0,8.72,47.28,38.83,20.21,2.59,9.68,43.05,11.4,0.91,2.1,2.9,"5YpZh8wfS4moRBk0ijNcXr","https://youtube.com/clip/UgkxpVOO0TSOqDoD9F6HShVu3Th8Pvs-qxbq","UgkxpVOO0TSOqDoD9F6HShVu3Th8Pvs-qxbq","1:15","2:00",29,"gems-45_mx"
"268","Mattafix","Big City Life",29.48,18.86,21.83,12.34,23.72,39.21,18.9,7.66,0,21.25,29.05,3.83,0.77,2.31,2.86,"4stm6lf1vQBSl7Eq4Npzr0","https://youtube.com/clip/UgkxSGQfRxnFhbwBogiTRiiADnSJ5HdoUsYa","UgkxSGQfRxnFhbwBogiTRiiADnSJ5HdoUsYa","1:14","1:51",29,"gems-45_mx"
"269","Tyler The Creator","Yonkers",9.72,7.21,0,5.17,5.72,17.21,32.45,34.55,4.41,5.57,24.83,19.48,0.84,1.66,2.38,"3WQlJpaUUbGtUqAskvGA7c","https://youtube.com/clip/Ugkxq3Gph_4kLF6SklCby3vSJayTHDuPi7LY","Ugkxq3Gph_4kLF6SklCby3vSJayTHDuPi7LY","1:00","1:50",29,"gems-45_mx"
"270","Green Day","Know Your Enemy",20.43,21,33.5,5.57,9.14,34.93,49.07,15.36,6.5,17.93,42,10.93,0.89,2.64,3.14,"5qtwzv99vOr5UTwnTixn7j",NA,NA,NA,NA,14,"gems-9"
"271","AedFX","Warning",11.37,15.03,0,2,12.33,35.4,21.8,50.23,3.37,8.15,28.6,26.8,0.92,1.13,2.1,"3mHgqUyhKCBo2PKh18sWeo",NA,NA,NA,NA,30,"gems-45_mx"
"272","brillion","Aurora",19.93,14.14,38.24,38.93,61.28,8.93,0,4.97,1.52,34.5,4.47,3.24,0.95,1.48,3.41,"3dsMce7p7FYwsxvHZQuaRP",NA,NA,NA,NA,29,"gems-45_mx"
"273","Claptu","sad octopus",17.28,11.6,34.28,26.49,57.53,4.63,1.19,2.23,3.26,29.44,2.91,2.74,0.96,1.23,3.3,"6IGd96b2eVkKVhwCW1NJ1e",NA,NA,NA,NA,43,"gems-45_mx"
"274","Claptu","Aper",14.92,11.8,31.8,39.44,57.84,7.12,0,9.16,0.8,31.16,3.56,4.98,0.93,1.04,3.36,"4tC89UWVzU3PqdqdiQbAdo",NA,NA,NA,NA,25,"gems-45_mx"
"275","DECAP","Panther",12.35,16.35,0.48,2,5,24.78,12.61,49.04,0,7.23,18.7,24.52,0.92,1,1.74,"1WmdcotlVastYfmwlvK7x2",NA,NA,NA,NA,23,"gems-45_mx"
"276","Dexter","Everyday Like This",11.95,1.03,1.86,8.38,9.38,27,9.41,17.89,1.05,6.52,18.2,9.47,0.8,1.43,2.59,"1IjtbDa43lCjIbClrprdrP",NA,NA,NA,NA,37,"gems-45_mx"
"277","Dj Shadow","Building Steam With A Grain of Salt",9.34,12.38,6.97,6.28,9.72,20,15.66,40.24,5.83,8.94,17.83,23.03,0.79,1.21,2.34,"4cucslsiEgezV2o900Ykg3",NA,NA,NA,NA,29,"gems-45_mx"
"278","Figub Brazlevic","Silent Lava",1.57,5.78,1.35,2.57,28.22,14.39,0.7,25.35,0,7.9,7.54,12.67,0.84,1.17,2.22,NA,NA,NA,NA,NA,23,"gems-45_mx"
"279","Flo Filz","keep it real",18.7,6.98,10.93,5.12,29.51,30.63,17.19,18.12,0,14.25,23.91,9.06,0.85,1.21,2.86,NA,NA,NA,NA,NA,43,"gems-45_mx"
"280","Idealism","controlla",22.07,8.81,37.48,29.96,56.7,11.89,3.26,0,12.48,31.01,7.57,6.24,0.93,1.22,3.52,"7woCxOw0jmj65ohlQ3x0tH",NA,NA,NA,NA,27,"gems-45_mx"
"281","Joey Pecoraro","Your Favorite Place",25.81,34.19,22.94,41.84,65.16,21.9,8.9,9.45,2.35,37.99,15.4,5.9,0.92,1.48,3.52,"2p6es5NEF5CBRrKC1lJHri",NA,NA,NA,NA,31,"gems-45_mx"
"282","Lord Finesse","Midas Era",19.5,16.62,12.96,4.31,29.88,39.08,15.77,22.23,1.12,16.65,27.42,11.67,0.78,1.27,2.69,"6v0AYQ5YoF51yzGY0v0Dyg",NA,NA,NA,NA,26,"gems-45_mx"
"283","monte booker","23",15.56,24.15,10.15,12.33,27.41,30.63,12,28.04,0,17.92,21.31,14.02,0.71,1,2.56,NA,NA,NA,NA,NA,27,"gems-45_mx"
"284","Philanthrope","pueblo",13,18.15,23.67,17.94,44.06,10.91,3.85,7.24,3.85,23.36,7.38,5.55,0.89,1.24,3.03,"3oYUtjjvbSxN40CQ71ZvTd",NA,NA,NA,NA,33,"gems-45_mx"
"285","quickly quickly","swing theory",10.3,16.4,12.3,6.45,22.95,21.8,11.55,26.3,0,13.68,16.68,13.15,0.5,1.05,2.25,NA,NA,NA,NA,NA,20,"gems-45_mx"
"286","Suff Daddy","K C Vodka",0,5.57,1.48,3.33,13.29,18.67,10.71,25.48,3.43,4.73,14.69,14.45,0.72,1,1.86,"701ScIvdwIVub5swI6ObLG",NA,NA,NA,NA,21,"gems-45_mx"
