,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Sublimity,Vitality,Unease,ICC,Familiarity,Liking,Spotify ID,Youtube Clip,Youtube ID,Youtube Start-Time,Youtube End-Time,Path,genre
183,185,185,186,LL Cool J,Around The Way Girl,18.77,9.13,12.53,18.23,32.3,42.67,16.37,6.6,1.7,18.19,29.52,4.15,0.84,1.9,3.0,4Qxv2L4JICAWLFrBV6QeH8,https://youtube.com/clip/UgkxMbCDRF2FTSOAr1PU6OBHoM-fbiYzsRIR,UgkxMbCDRF2FTSOAr1PU6OBHoM-fbiYzsRIR,2:29,2:59,tracks/UgkxMbCDRF2FTSOAr1PU6OBHoM-fbiYzsRIR.mp3,hip_hop
184,186,186,187,Coolio,Gangsta's Paradise,31.3,15.97,22.53,2.03,12.17,65.57,51.07,9.47,1.03,16.8,58.32,5.25,0.95,3.97,3.87,1DIXPcTDzTj8ZMHt3PDt8p,,,,,tracks/1DIXPcTDzTj8ZMHt3PDt8p.mp3,hip_hop
185,187,187,188,Cardi B,Bodak Yellow,10.97,8.06,1.58,4.29,7.23,47.16,39.23,16.16,0.0,6.43,43.19,8.08,0.92,3.32,3.13,6KBYefIoo7KydImq1uUQlL,https://youtube.com/clip/Ugkx48OuhuUKmNoCu9K_To4wgHRXCPr708xs,Ugkx48OuhuUKmNoCu9K_To4wgHRXCPr708xs,0:14,0:50,tracks/Ugkx48OuhuUKmNoCu9K_To4wgHRXCPr708xs.mp3,hip_hop
186,188,188,189,Killer Mike,A.D.I.D.A.S.,18.44,1.59,6.38,2.25,16.69,37.97,8.47,14.31,2.06,9.07,23.22,8.19,0.86,1.59,2.66,3ghaPXI1bdNDeYpfCEv1Gw,https://youtube.com/clip/UgkxiSdeQAHTlSYSQp1Dzp5rOMLKzJAF_m_3,UgkxiSdeQAHTlSYSQp1Dzp5rOMLKzJAF_m_3,0:41,1:19,tracks/UgkxiSdeQAHTlSYSQp1Dzp5rOMLKzJAF_m_3.mp3,hip_hop
187,189,189,190,Beginner,Fï¿½chse,18.65,14.55,7.52,2.84,28.48,43.52,17.06,9.84,4.55,14.41,30.29,7.19,0.86,1.71,3.13,4vxjNphyAqPGR8KpuXPGoi,https://youtube.com/clip/Ugkxg4DpwMmd0f6ft1dcr1UHjkgDVWqbUmQM,Ugkxg4DpwMmd0f6ft1dcr1UHjkgDVWqbUmQM,0:37,1:13,tracks/Ugkxg4DpwMmd0f6ft1dcr1UHjkgDVWqbUmQM.mp3,hip_hop
188,190,190,191,Scroobius Pip,Let 'Em Come,8.04,13.96,1.44,3.19,2.78,18.19,26.11,46.37,0.0,5.88,22.15,23.19,0.9,1.33,2.19,5iDkCenF5yMkweYTzvnxc0,https://youtube.com/clip/UgkxNA0TGyZvRFpL5HfNxf5jL-Aos0_TMrjq,UgkxNA0TGyZvRFpL5HfNxf5jL-Aos0_TMrjq,0:18,1:11,tracks/UgkxNA0TGyZvRFpL5HfNxf5jL-Aos0_TMrjq.mp3,hip_hop
189,191,191,192,SIDO,Fuffies Im Club,7.07,15.85,1.37,3.37,6.52,28.19,12.26,31.04,1.48,6.84,20.22,16.26,0.82,1.52,2.3,1A0b0yR0quuBByKQzASAvf,https://youtube.com/clip/UgkxiDWo6SHEUI4jBlKNkh5hXdY_TZh5n84U,UgkxiDWo6SHEUI4jBlKNkh5hXdY_TZh5n84U,0:54,1:35,tracks/UgkxiDWo6SHEUI4jBlKNkh5hXdY_TZh5n84U.mp3,hip_hop
190,192,192,193,Chance The Rapper,Summer Friends,2.26,6.93,6.26,8.52,18.19,24.59,4.67,18.3,0.0,8.43,14.63,9.15,0.73,1.3,2.33,2fl0B0OaXjWbjHCQFx2O8W,https://youtube.com/clip/Ugkx3xlTENI-JXgKuo3V07OjMtslbm5vFWD5,Ugkx3xlTENI-JXgKuo3V07OjMtslbm5vFWD5,0:56,1:34,tracks/Ugkx3xlTENI-JXgKuo3V07OjMtslbm5vFWD5.mp3,hip_hop
191,193,193,194,Twentyone Pilots,Lane Boy,18.0,13.17,2.45,1.07,11.79,26.62,33.17,7.38,3.52,9.3,29.9,5.45,0.84,1.9,2.97,2P61EK6DMGyVyssLWS4fKy,https://youtube.com/clip/Ugkx6eec1x4NPyH_99Itv46s6pLeG_41gm9x,Ugkx6eec1x4NPyH_99Itv46s6pLeG_41gm9x,0:26,1:08,tracks/Ugkx6eec1x4NPyH_99Itv46s6pLeG_41gm9x.mp3,hip_hop
192,194,194,195,BBou,Kanona,12.93,5.45,3.28,9.21,4.17,14.93,14.55,17.14,2.48,7.01,14.74,9.81,0.46,1.55,2.21,,https://youtube.com/clip/Ugkx_GQpNV2nvUVSHHAdncjVQHIqQ_7MUNwf,Ugkx_GQpNV2nvUVSHHAdncjVQHIqQ_7MUNwf,0:22,1:11,tracks/Ugkx_GQpNV2nvUVSHHAdncjVQHIqQ_7MUNwf.mp3,hip_hop
193,195,195,196,The Roots,You Got Me,21.93,10.31,26.0,21.34,21.9,8.72,11.14,9.21,15.21,20.3,9.93,12.21,0.45,2.31,3.1,4pdLZsxq0y5oJDb6Cxlokw,https://youtube.com/clip/Ugkxu01TdXlyzUBaA1uxYlVxUTn3Z0cXaUh5,Ugkxu01TdXlyzUBaA1uxYlVxUTn3Z0cXaUh5,0:16,0:57,tracks/Ugkxu01TdXlyzUBaA1uxYlVxUTn3Z0cXaUh5.mp3,hip_hop
194,196,196,197,Kanye West,Touch The Sky,16.43,9.75,17.32,10.0,17.14,46.86,22.43,7.04,0.79,14.13,34.64,3.91,0.83,2.96,3.25,2dxjKgT0li4qBI3QwuN9Ih,https://youtube.com/clip/UgkxECNPyiKIoYY4_1W_zNYoxmgktMke-Sze,UgkxECNPyiKIoYY4_1W_zNYoxmgktMke-Sze,0:55,1:37,tracks/UgkxECNPyiKIoYY4_1W_zNYoxmgktMke-Sze.mp3,hip_hop
195,197,197,198,Pharoahe Monch,Let's Go,7.21,12.93,3.57,0.0,14.11,26.43,20.46,14.54,0.0,7.56,23.45,7.27,0.71,1.46,2.39,67c29TckQ1LtejsU6USqvG,https://youtube.com/clip/Ugkx_7x4uFOt1eXD_KeuDY4hwqVAbulrtRUg,Ugkx_7x4uFOt1eXD_KeuDY4hwqVAbulrtRUg,0:19,0:54,tracks/Ugkx_7x4uFOt1eXD_KeuDY4hwqVAbulrtRUg.mp3,hip_hop
196,198,198,199,Eminem,Mockingbird,25.11,9.54,34.32,14.39,12.46,13.18,9.71,17.54,38.64,19.16,11.45,28.09,0.7,3.29,3.36,561jH07mF1jHuk7KlaeF0s,https://youtube.com/clip/Ugkxgie5MI-cRMFrgZHXb5x44t3tkLgpM5CJ,Ugkxgie5MI-cRMFrgZHXb5x44t3tkLgpM5CJ,1:10,1:48,tracks/Ugkxgie5MI-cRMFrgZHXb5x44t3tkLgpM5CJ.mp3,hip_hop
197,199,199,200,Eminem,Rap God,30.81,25.07,14.52,9.56,8.26,39.48,34.52,28.41,3.7,17.64,37.0,16.06,0.75,3.33,3.26,6or1bKJiZ06IlK0vFvY75k,https://youtube.com/clip/UgkxrDhQWgXdqNyuTc7tw5ecNLbYAppxo_jj,UgkxrDhQWgXdqNyuTc7tw5ecNLbYAppxo_jj,4:10,5:05,tracks/UgkxrDhQWgXdqNyuTc7tw5ecNLbYAppxo_jj.mp3,hip_hop
198,200,200,201,Freundeskreis,A-N-N-A,6.04,11.26,18.85,21.15,29.78,6.22,0.0,13.26,12.48,17.41,3.11,12.87,0.66,1.85,2.48,6EWtkdeKmVtRjmydTfIR0S,https://youtube.com/clip/UgkxMgl6-aZs6hkIbjgGKbpferte9SbBUBnx,UgkxMgl6-aZs6hkIbjgGKbpferte9SbBUBnx,0:59,1:40,tracks/UgkxMgl6-aZs6hkIbjgGKbpferte9SbBUBnx.mp3,hip_hop
199,201,201,202,Eminem,Lose Yourself,29.7,17.0,26.0,12.96,16.63,50.96,36.85,15.56,3.7,20.46,43.91,9.63,0.81,4.04,3.78,7MJQ9Nfxzh8LPZ9e9u68Fq,https://youtube.com/clip/UgkxpFGqBJ32ORfzd4DhgSOtxi95nKPJclM2,UgkxpFGqBJ32ORfzd4DhgSOtxi95nKPJclM2,1:01,1:47,tracks/UgkxpFGqBJ32ORfzd4DhgSOtxi95nKPJclM2.mp3,hip_hop
200,202,202,203,Travis Scott,Antidote,12.23,11.42,7.84,4.1,11.16,43.58,23.74,19.23,1.16,9.35,33.66,10.19,0.85,2.42,2.9,1wHZx0LgzFHyeIZkUydNXq,https://youtube.com/clip/UgkxH_KgkMKJXtZ87XO7APEaNnSMxNi5L-3n,UgkxH_KgkMKJXtZ87XO7APEaNnSMxNi5L-3n,0:27,1:11,tracks/UgkxH_KgkMKJXtZ87XO7APEaNnSMxNi5L-3n.mp3,hip_hop
201,203,203,204,Kendrick Lamar,Cartoons & Cereal,13.45,17.61,5.16,0.0,4.68,31.48,17.16,34.81,4.52,8.18,24.32,19.66,0.84,1.65,2.45,,https://youtube.com/clip/UgkxABWx8IMDZ1ygX9cK_u6KoTxrBq3P8ySu,UgkxABWx8IMDZ1ygX9cK_u6KoTxrBq3P8ySu,0:37,1:28,tracks/UgkxABWx8IMDZ1ygX9cK_u6KoTxrBq3P8ySu.mp3,hip_hop
202,204,204,205,Kanye West,Runaway,13.97,2.81,10.55,11.42,13.84,28.61,6.58,23.26,7.74,10.52,17.6,15.5,0.62,1.84,2.58,3DK6m7It6Pw857FcQftMds,https://youtube.com/clip/UgkxvrHQRM-a4RVDO6Hq0k09yxHmzCm20VwZ,UgkxvrHQRM-a4RVDO6Hq0k09yxHmzCm20VwZ,1:44,2:24,tracks/UgkxvrHQRM-a4RVDO6Hq0k09yxHmzCm20VwZ.mp3,hip_hop
203,205,205,206,Jay-Z,99 Problems,8.75,8.11,5.77,1.3,14.09,43.52,38.34,18.32,0.0,7.6,40.93,9.16,0.94,2.52,2.77,7IdFdRlCjUi6kkhbPoRfnw,https://youtube.com/clip/Ugkx57VaIZOdBBg6E3ZPJxd9Ej8E7jqqCyqQ,Ugkx57VaIZOdBBg6E3ZPJxd9Ej8E7jqqCyqQ,1:59,2:41,tracks/Ugkx57VaIZOdBBg6E3ZPJxd9Ej8E7jqqCyqQ.mp3,hip_hop
204,206,206,207,50 Cent,In Da Club,15.37,7.16,15.12,5.51,16.7,56.44,25.81,12.16,0.0,11.97,41.13,6.08,0.94,3.81,3.44,7iL6o9tox1zgHpKUfh9vuC,https://youtube.com/clip/UgkxPTUGD757NZE04L5T2DQ0oFPpRTI64qKI,UgkxPTUGD757NZE04L5T2DQ0oFPpRTI64qKI,0:40,1:18,tracks/UgkxPTUGD757NZE04L5T2DQ0oFPpRTI64qKI.mp3,hip_hop
205,207,207,208,Akua Naru,Poetry: How Does It Feel,20.12,14.3,17.67,29.84,42.19,8.93,5.86,10.58,2.19,24.82,7.4,6.38,0.9,1.35,2.88,0SQg86odv33piyPWPgNpBM,https://youtube.com/clip/UgkxaI7IEJFGmNuo3apwunshxwOL6L0qkv-L,UgkxaI7IEJFGmNuo3apwunshxwOL6L0qkv-L,0:59,1:34,tracks/UgkxaI7IEJFGmNuo3apwunshxwOL6L0qkv-L.mp3,hip_hop
206,208,208,209,OutKast,B.O.B.,10.5,15.4,4.93,0.27,11.5,49.47,36.03,28.73,0.67,8.52,42.75,14.7,0.92,1.83,2.83,3WibbMr6canxRJXhNtAvLU,https://youtube.com/clip/UgkxubyVQJjx7WtuqLhLzUBEEkMSHEXoPqZH,UgkxubyVQJjx7WtuqLhLzUBEEkMSHEXoPqZH,0:31,1:21,tracks/UgkxubyVQJjx7WtuqLhLzUBEEkMSHEXoPqZH.mp3,hip_hop
207,209,209,210,Jedi Mind Tricks,Deathbed Doctrine,11.73,8.1,2.67,3.03,6.6,54.9,36.47,22.23,0.0,6.43,45.68,11.12,0.95,1.23,2.9,1i74MnweHIH0Lt4upFKP9I,https://youtube.com/clip/UgkxZf3ZvxAYVnURNwwMij2hPwJpcszJE8nv,UgkxZf3ZvxAYVnURNwwMij2hPwJpcszJE8nv,0:32,1:27,tracks/UgkxZf3ZvxAYVnURNwwMij2hPwJpcszJE8nv.mp3,hip_hop
208,210,210,211,Bushido,Leben Und Tod Des Kenneth Glï¿½ckler,19.13,20.6,1.87,1.7,8.4,26.93,39.23,21.9,1.07,10.34,33.08,11.48,0.88,1.5,2.63,3ai0DFuYn5KnHPUbRjAkga,,,,,tracks/3ai0DFuYn5KnHPUbRjAkga.mp3,hip_hop
209,211,211,212,Beastie Boys,Fight For Your Right,22.84,8.4,15.76,2.52,3.56,42.96,37.36,29.2,0.0,10.62,40.16,14.6,0.88,2.52,3.04,5NLuC70kZQv8q34QyQa1DP,https://youtube.com/clip/UgkxLiBRjEcNV1_KdoYV9fExBB4JoIZqPXl1,UgkxLiBRjEcNV1_KdoYV9fExBB4JoIZqPXl1,2:38,3:16,tracks/UgkxLiBRjEcNV1_KdoYV9fExBB4JoIZqPXl1.mp3,hip_hop
210,212,212,213,Action Bronson,Actin Crazy,10.44,9.32,2.0,1.76,21.24,25.08,19.44,26.6,1.44,8.95,22.26,14.02,0.75,1.0,2.56,3clX2NMmjaAHmBjeTSa9vV,https://youtube.com/clip/UgkxB6BmDvjHIlfMegxsTkAL3QsvWuGjqc8U,UgkxB6BmDvjHIlfMegxsTkAL3QsvWuGjqc8U,0:15,1:12,tracks/UgkxB6BmDvjHIlfMegxsTkAL3QsvWuGjqc8U.mp3,hip_hop
211,213,213,214,Immortal Technique,Leaving the past,18.52,22.64,16.48,3.48,12.76,20.28,11.12,20.24,16.0,14.78,15.7,18.12,0.14,1.0,2.64,6msTUCqIfVOWe7pzWGzh6F,,,,,tracks/6msTUCqIfVOWe7pzWGzh6F.mp3,hip_hop
212,214,214,215,SSIO,Nullkommaneun,15.24,17.34,1.69,1.76,4.59,37.76,22.48,36.86,0.0,8.12,30.12,18.43,0.89,1.45,2.52,3cLXgIlvugVKpWBmO5v9oy,https://youtube.com/clip/UgkxIoxnqhDJAYNa8D04h4ErsP8RkqaPXWqW,UgkxIoxnqhDJAYNa8D04h4ErsP8RkqaPXWqW,2:51,3:30,tracks/UgkxIoxnqhDJAYNa8D04h4ErsP8RkqaPXWqW.mp3,hip_hop
213,215,215,216,Wu-Tang Clan,Da Mystery Of Chessboxin',8.24,8.55,1.97,2.41,4.66,35.66,31.14,27.76,0.0,5.17,33.4,13.88,0.91,1.45,2.59,4xOTVtbCPcfxMs2hSt9D6i,https://youtube.com/clip/UgkxPqDxvyBR6wzkoSa7KlaX4AXcGGFvDJRp,UgkxPqDxvyBR6wzkoSa7KlaX4AXcGGFvDJRp,0:18,0:56,tracks/UgkxPqDxvyBR6wzkoSa7KlaX4AXcGGFvDJRp.mp3,hip_hop
214,216,216,217,Post Malone,Congratulations,17.76,6.22,22.92,7.41,27.68,42.59,25.19,12.22,2.46,16.39,33.89,7.34,0.86,3.05,3.38,3a1lNhkSLSkpJE4MSHpDu9,https://youtube.com/clip/UgkxjrIgYcrqFAJNCFiuffHJETXyCoL3-eMX,UgkxjrIgYcrqFAJNCFiuffHJETXyCoL3-eMX,0:31,1:06,tracks/UgkxjrIgYcrqFAJNCFiuffHJETXyCoL3-eMX.mp3,hip_hop
215,217,217,218,D-12,Fight Music,1.92,7.89,7.24,0.0,4.78,34.97,42.78,24.92,0.0,4.37,38.88,12.46,0.94,2.19,3.05,3vBv2Tp0kHyBDUBZJr9GXQ,https://youtube.com/clip/UgkxfSmvrq1hqByszPlR8lZYn7VfLMdBP7xj,UgkxfSmvrq1hqByszPlR8lZYn7VfLMdBP7xj,2:04,2:41,tracks/UgkxfSmvrq1hqByszPlR8lZYn7VfLMdBP7xj.mp3,hip_hop
216,218,218,219,Jurassic 5,Work It Out,11.68,14.65,12.11,9.92,23.92,46.51,18.92,12.03,0.0,14.45,32.72,6.01,0.88,1.19,3.08,4wAjMtIbWBP3g1iETZRrg3,https://youtube.com/clip/UgkxFIhSNhJ_Tb5dSX7vPyAIKk51jnpAln7v,UgkxFIhSNhJ_Tb5dSX7vPyAIKk51jnpAln7v,0:48,1:24,tracks/UgkxFIhSNhJ_Tb5dSX7vPyAIKk51jnpAln7v.mp3,hip_hop
217,219,219,220,Logic,Black Spiderman,13.97,13.54,7.91,7.91,11.71,35.37,20.71,18.49,2.43,11.01,28.04,10.46,0.76,1.8,2.49,7BKUWh5sdtdS17crohRe4L,https://youtube.com/clip/Ugkxpj2Jw4BiyVImQSw49snNHiZqIGXXXYfX,Ugkxpj2Jw4BiyVImQSw49snNHiZqIGXXXYfX,0:42,1:26,tracks/Ugkxpj2Jw4BiyVImQSw49snNHiZqIGXXXYfX.mp3,hip_hop
218,220,220,221,Jay Z,Hard Knock Life,20.0,14.09,19.54,19.11,18.69,35.86,15.11,11.86,3.8,18.29,25.49,7.83,0.67,3.43,3.29,0PncoISAGbKR9HRx5LEbhC,,,,,tracks/0PncoISAGbKR9HRx5LEbhC.mp3,hip_hop
219,221,221,222,The Notorious B.I.G.,Juicy,17.8,14.66,13.6,8.26,22.54,33.69,18.57,6.43,2.34,15.37,26.13,4.39,0.75,2.23,2.91,2AP7m2dBb8ULTx4Gc1rdMc,https://youtube.com/clip/UgkxrJMgPWDGPZXi53mg-mbkThj5shc2hAfc,UgkxrJMgPWDGPZXi53mg-mbkThj5shc2hAfc,1:30,2:11,tracks/UgkxrJMgPWDGPZXi53mg-mbkThj5shc2hAfc.mp3,hip_hop
220,222,222,223,N.E.R.D,Lemon,9.46,3.33,5.0,3.29,2.12,30.5,23.79,20.83,0.0,4.64,27.15,10.42,0.83,1.75,2.58,2LKlHBPHxLG5ArAXfF148n,https://youtube.com/clip/UgkxZ_b33llhim3tA6TNrlUfEUDUNHizlvHW,UgkxZ_b33llhim3tA6TNrlUfEUDUNHizlvHW,0:34,1:08,tracks/UgkxZ_b33llhim3tA6TNrlUfEUDUNHizlvHW.mp3,hip_hop
221,223,223,224,50 Cent,Candy Shop,12.75,3.33,20.25,25.08,7.21,54.62,35.0,5.25,0.0,13.72,44.81,2.62,0.9,3.88,3.5,5D2mYZuzcgjpchVY1pmTPh,https://youtube.com/clip/UgkxhZKaCibKVoF7D08iAtBOgJ6J7gBVqXh_,UgkxhZKaCibKVoF7D08iAtBOgJ6J7gBVqXh_,0:25,1:13,tracks/UgkxhZKaCibKVoF7D08iAtBOgJ6J7gBVqXh_.mp3,hip_hop
222,224,224,225,2Pac,Keep Ya Head Up,8.25,9.62,8.83,8.17,30.33,23.0,10.08,6.0,4.17,13.04,16.54,5.08,0.65,1.96,2.92,4Tttv4p2xuAq1LpQ7LI95E,,,,,tracks/4Tttv4p2xuAq1LpQ7LI95E.mp3,hip_hop
223,226,226,227,Geto Boys,Mind Playing Tricks On Me,12.57,8.04,2.04,0.0,7.83,18.39,11.61,33.22,1.09,6.1,15.0,17.15,0.79,1.17,2.17,63BokRfXSQhEU6Qi2dSJpZ,https://youtube.com/clip/Ugkxh5BeP6KcqjdYlVYhmGNbpjHeqZ1rbhrL,Ugkxh5BeP6KcqjdYlVYhmGNbpjHeqZ1rbhrL,0:35,1:13,tracks/Ugkxh5BeP6KcqjdYlVYhmGNbpjHeqZ1rbhrL.mp3,hip_hop
224,227,227,228,NAS,If I Ruled The World (Imagine That),12.61,19.48,6.96,2.3,15.96,27.83,23.35,14.17,0.0,11.46,25.59,7.09,0.71,1.52,2.65,5PQmSHzWnlgG4EBuIqjac2,https://youtube.com/clip/UgkxQFUMB9ZvzMD0TTOh5xu6fX-aFVRuwjJP,UgkxQFUMB9ZvzMD0TTOh5xu6fX-aFVRuwjJP,1:09,1:44,tracks/UgkxQFUMB9ZvzMD0TTOh5xu6fX-aFVRuwjJP.mp3,hip_hop
225,228,228,229,OutKast,Ms. Jackson,24.0,5.75,35.35,2.05,4.05,42.2,15.45,11.65,6.35,14.24,28.82,9.0,0.81,3.3,3.15,0I3q5fE6wg7LIfHGngUTnV,,,,,tracks/0I3q5fE6wg7LIfHGngUTnV.mp3,hip_hop
226,229,229,230,Kendrick Lamar,i,7.58,6.95,0.0,1.84,3.58,29.26,15.79,22.68,0.0,3.99,22.53,11.34,0.78,1.63,2.42,7wdzLe2Gsx1RGqbvYZHASz,https://youtube.com/clip/UgkxS_Zf6GeAQ5Wb_1Gfdz-EVBhrebmlb6Yn,UgkxS_Zf6GeAQ5Wb_1Gfdz-EVBhrebmlb6Yn,1:22,2:00,tracks/UgkxS_Zf6GeAQ5Wb_1Gfdz-EVBhrebmlb6Yn.mp3,hip_hop
227,230,230,231,Kanye West,Gold Digger,24.79,4.62,23.5,5.76,11.76,62.32,36.79,9.71,0.0,14.09,49.56,4.85,0.94,4.12,3.76,1PS1QMdUqOal0ai3Gt7sDQ,https://youtube.com/clip/UgkxybNuZJ2bizLIpsayCS2Ic_hs6eynvZ3L,UgkxybNuZJ2bizLIpsayCS2Ic_hs6eynvZ3L,0:20,1:03,tracks/UgkxybNuZJ2bizLIpsayCS2Ic_hs6eynvZ3L.mp3,hip_hop
228,231,231,232,Max Herre,1Ste Liebe,7.74,5.62,13.47,12.65,20.53,21.59,0.91,18.71,0.0,12.0,11.25,9.35,0.74,1.18,2.32,20xi5ZLlmFLqXtsoNlcqYs,https://youtube.com/clip/UgkxPYKNzlOjeAyCaSpcaSrt1ej0Bag694wV,UgkxPYKNzlOjeAyCaSpcaSrt1ej0Bag694wV,1:20,1:57,tracks/UgkxPYKNzlOjeAyCaSpcaSrt1ej0Bag694wV.mp3,hip_hop
229,232,232,233,Future,Mask Off,18.29,5.32,10.09,5.68,5.44,31.56,26.12,19.97,2.62,8.96,28.84,11.29,0.82,2.74,2.68,0VgkVdmE4gld66l8iyGjgx,https://youtube.com/clip/Ugkx5J3xH7SZ9jDFtpl8pdxAnMiSb-GPCrhY,Ugkx5J3xH7SZ9jDFtpl8pdxAnMiSb-GPCrhY,1:27,2:06,tracks/Ugkx5J3xH7SZ9jDFtpl8pdxAnMiSb-GPCrhY.mp3,hip_hop
230,233,233,234,Ice Cube,It Was A Good Day,5.32,3.32,13.56,4.29,16.03,21.5,10.0,19.97,0.0,8.51,15.75,9.99,0.71,1.65,2.38,2GrOq1y5gksYrqkc8Jzl9T,https://youtube.com/clip/Ugkx7zgQVqyx27SS463zhiTuKgY6TFpsLk_D,Ugkx7zgQVqyx27SS463zhiTuKgY6TFpsLk_D,0:59,1:29,tracks/Ugkx7zgQVqyx27SS463zhiTuKgY6TFpsLk_D.mp3,hip_hop
231,234,234,235,eRRdeKa,EdoppelR,8.81,4.67,3.81,0.0,11.53,26.4,12.79,19.51,1.35,5.77,19.59,10.43,0.85,1.4,2.4,,https://youtube.com/clip/UgkxBl1mEDuDJTcfug2835bM33WCjugjBM_p,UgkxBl1mEDuDJTcfug2835bM33WCjugjBM_p,0:40,1:16,tracks/UgkxBl1mEDuDJTcfug2835bM33WCjugjBM_p.mp3,hip_hop
232,235,235,236,Yung Hurn,Bianco,15.3,6.47,6.56,5.09,19.3,19.14,4.37,23.93,2.98,10.54,11.76,13.45,0.76,1.79,2.42,1vfVPUkl5v0HXWCEgQJHOf,https://youtube.com/clip/Ugkx5iVePlCYZzdnY4V8kkaoil1K4vkCmpyC,Ugkx5iVePlCYZzdnY4V8kkaoil1K4vkCmpyC,1:05,1:40,tracks/Ugkx5iVePlCYZzdnY4V8kkaoil1K4vkCmpyC.mp3,hip_hop
233,236,236,237,Blackalicious,Alphabet Aerobics,24.82,16.52,1.61,0.0,10.36,37.58,28.39,27.48,0.0,10.66,32.98,13.74,0.9,1.58,2.82,4z5L0qDduw3w1apQ4Qa6KV,https://youtube.com/clip/Ugkxn3EzDMNazJQMMWZfJLQeBxQKUpz2R7ik,Ugkxn3EzDMNazJQMMWZfJLQeBxQKUpz2R7ik,0:11,1:01,tracks/Ugkxn3EzDMNazJQMMWZfJLQeBxQKUpz2R7ik.mp3,hip_hop
234,237,237,238,SSIO,Sim-Karte,10.22,9.66,5.66,0.0,10.25,32.81,26.19,23.88,0.0,7.16,29.5,11.94,0.85,1.75,2.66,4boJTTrr04CNomqZj9SJ4f,https://youtube.com/clip/UgkxysIgcy_4uD84L41xB_BHI_cyFy2D92pI,UgkxysIgcy_4uD84L41xB_BHI_cyFy2D92pI,1:36,2:15,tracks/UgkxysIgcy_4uD84L41xB_BHI_cyFy2D92pI.mp3,hip_hop
235,238,238,239,Drake,Too Much,16.75,15.66,22.78,15.69,22.47,20.06,18.59,12.0,6.16,18.67,19.33,9.08,0.12,1.5,2.84,5LnXWeA9tuWKI2C1H74iiJ,https://youtube.com/clip/UgkxwsSGKlnDB4tYHlE1dMUzGlV0JJVOL7ce,UgkxwsSGKlnDB4tYHlE1dMUzGlV0JJVOL7ce,0:31,1:20,tracks/5LnXWeA9tuWKI2C1H74iiJ.mp3,hip_hop
236,239,239,240,A$AP Rocky,Fashion Killa,6.91,9.7,7.97,9.73,12.91,20.73,8.12,16.06,3.45,9.44,14.42,9.76,0.38,1.48,2.0,0O3TAouZE4vL9dM5SyxgvH,https://youtube.com/clip/Ugkxu0uQao7t41a26OSEZ7X5EmP5WVH8UbUs,Ugkxu0uQao7t41a26OSEZ7X5EmP5WVH8UbUs,0:51,1:28,tracks/Ugkxu0uQao7t41a26OSEZ7X5EmP5WVH8UbUs.mp3,hip_hop
237,240,240,241,Obie Trice,Got some Teeth,3.46,12.92,8.38,5.5,12.35,50.81,33.88,22.04,0.0,8.52,42.35,11.02,0.91,1.19,2.81,7tszeVkfxO5ISkjZWpIG88,https://youtube.com/clip/UgkxwngwihkN9iE0tExYaydT7DaUT-rgeFqa,UgkxwngwihkN9iE0tExYaydT7DaUT-rgeFqa,0:25,1:15,tracks/UgkxwngwihkN9iE0tExYaydT7DaUT-rgeFqa.mp3,hip_hop
238,241,241,242,CunninLynguists,Love Ain't,15.23,21.73,19.23,5.38,7.69,34.65,34.65,19.31,6.04,13.85,34.65,12.67,0.74,1.31,3.08,6qfna7A7WvUwyNoqVwbhnc,https://youtube.com/clip/UgkxlI263XMJfcPHUJwbehVTwCNmkArawAfE,UgkxlI263XMJfcPHUJwbehVTwCNmkArawAfE,0:24,1:08,tracks/UgkxlI263XMJfcPHUJwbehVTwCNmkArawAfE.mp3,hip_hop
239,242,242,243,Jay-Z,Ni**as In Paris,16.62,11.5,15.92,3.73,3.85,60.38,51.46,28.19,0.0,10.32,55.92,14.1,0.94,2.69,3.35,4Li2WHPkuyCdtmokzW2007,https://youtube.com/clip/UgkxAPRwScOtAsH7lNmTXrrFrOPHFa8aEtuP,UgkxAPRwScOtAsH7lNmTXrrFrOPHFa8aEtuP,0:39,1:33,tracks/UgkxAPRwScOtAsH7lNmTXrrFrOPHFa8aEtuP.mp3,hip_hop
240,243,243,244,CunninLynguists,Valley of Death,18.65,23.39,19.96,0.0,4.65,27.87,20.52,15.3,2.04,13.33,24.2,8.67,0.7,1.22,2.7,3rvuvqoC0zvoUkog7EKLMv,,,,,tracks/3rvuvqoC0zvoUkog7EKLMv.mp3,hip_hop
241,244,244,245,Eminem,Till I Collapse,19.73,26.67,7.83,1.67,0.0,42.93,55.17,16.67,0.0,11.18,49.05,8.33,0.94,3.3,3.3,4xkOaSrkexMciUUogZKVTS,https://youtube.com/clip/UgkxUbcbREprQ8lxVaIbuvzZ570V5w_eNiON,UgkxUbcbREprQ8lxVaIbuvzZ570V5w_eNiON,0:52,1:22,tracks/UgkxUbcbREprQ8lxVaIbuvzZ570V5w_eNiON.mp3,hip_hop
