artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Spotify ID,Youtube ID,genre,Path
Max Herre,1Ste Liebe,2,1,2,2,3,3,1,3,1,20xi5ZLlmFLqXtsoNlcqYs,UgkxPYKNzlOjeAyCaSpcaSrt1ej0Bag694wV,hip_hop,tracks/UgkxPYKNzlOjeAyCaSpcaSrt1ej0Bag694wV.mp3
Thievery Corporation,The Richest Man in Babylon,2,2,2,2,4,5,4,2,1,20F3FcES8KU4kffMCkFgNN,,electronic,tracks/20F3FcES8KU4kffMCkFgNN.mp3
Vivaldi,Die 4 Jahreszeiten (Herbst),4,3,3,2,4,3,2,2,1,,UgkxlAo-jlLlXTI6-6GND0QTMg_HTFHG71iu,classic,tracks/UgkxlAo-jlLlXTI6-6GND0QTMg_HTFHG71iu.mp3
Chris Rea,And you my love,2,1,3,5,4,2,1,2,3,7iJmWC3h8tJOCK4OzPFZ2c,,rock,tracks/7iJmWC3h8tJOCK4OzPFZ2c.mp3
Kanye West,Gold Digger,4,1,4,1,2,5,5,2,1,1PS1QMdUqOal0ai3Gt7sDQ,UgkxybNuZJ2bizLIpsayCS2Ic_hs6eynvZ3L,hip_hop,tracks/UgkxybNuZJ2bizLIpsayCS2Ic_hs6eynvZ3L.mp3
Cï¿½u,Mais um Lamento,3,2,3,2,4,3,1,2,1,7Ms8NNySNGSNtjYtdBqrMD,,jazz,tracks/7Ms8NNySNGSNtjYtdBqrMD.mp3
Tame Impala,The Less I Know The Better,4,2,5,3,5,4,2,1,1,6K4t31amVTZDgR3sKmwUJJ,UgkxCJJtlS2-YFNqRIhOvg1e_JqCaau9avkP,pop,tracks/UgkxCJJtlS2-YFNqRIhOvg1e_JqCaau9avkP.mp3
Beethoven,Mondscheinsonate,5,5,5,3,5,3,1,2,4,,UgkxyBxVVsTTWAT-_fcdCX5fDYRneqptEysx,classic,tracks/UgkxyBxVVsTTWAT-_fcdCX5fDYRneqptEysx.mp3
Amy Winehouse,I Heard Love Is Blind,4,2,3,4,5,5,1,1,1,3Li4nWTnkUu19vxkhNW9td,,jazz,tracks/3Li4nWTnkUu19vxkhNW9td.mp3
Chico Buarque,Construï¿½ï¿½o,2,2,2,1,2,2,2,4,2,3FIuBxOxuQ6kYy8JO0gq2a,,jazz,tracks/3FIuBxOxuQ6kYy8JO0gq2a.mp3
Amy Winehouse,Back To Black,4,3,5,4,4,4,3,1,1,3FAclTFfvUuQYnEsptbK8w,UgkxIuGIDESDyUqSy4h9o9z3eBocW-G2GWAz,pop,tracks/UgkxIuGIDESDyUqSy4h9o9z3eBocW-G2GWAz.mp3
James Morrison,I Won't Let You Go,2,1,4,4,4,3,1,1,2,2TUzU4IkfH8kcvY2MUlsd2,UgkxXmZvBwLkvJDUaEv5UH6CjoJ8Tr0VkKlZ,pop,tracks/UgkxXmZvBwLkvJDUaEv5UH6CjoJ8Tr0VkKlZ.mp3
Goldfrapp,Some People,4,2,4,4,4,2,2,3,4,0bB1VbAl9MctrLUOKf9WaS,,electronic,tracks/0bB1VbAl9MctrLUOKf9WaS.mp3
Flunk,Six Seven Times,4,3,4,3,5,2,2,1,4,2jknEB3TLUX5vEaLI4gttE,,electronic,tracks/2jknEB3TLUX5vEaLI4gttE.mp3
Wu-Tang Clan,Da Mystery Of Chessboxin',2,2,1,1,1,5,5,4,1,4xOTVtbCPcfxMs2hSt9D6i,UgkxPqDxvyBR6wzkoSa7KlaX4AXcGGFvDJRp,hip_hop,tracks/UgkxPqDxvyBR6wzkoSa7KlaX4AXcGGFvDJRp.mp3
J. Cole,Wet Dreamz,5,2,3,3,4,5,4,2,1,4tqcoej1zPvwePZCzuAjJd,UgkxVxedlvq78WoVJgVDYux2zHCgEQ8IOTgq,hip_hop,tracks/UgkxVxedlvq78WoVJgVDYux2zHCgEQ8IOTgq.mp3
Mozart,Laudate Dominum,4,5,1,1,2,3,4,4,1,,UgkxrGCMHNUQWcxptqe8G-fnKVDKK_MqC5wx,classic,tracks/UgkxrGCMHNUQWcxptqe8G-fnKVDKK_MqC5wx.mp3
Vanessa da Mata,Eu Nï¿½o Tenho,2,1,2,3,3,3,1,1,1,3RfOd8VhrhsV7othWm5mNF,,jazz,tracks/3RfOd8VhrhsV7othWm5mNF.mp3
Fergie,Big Girls Don't Cry,2,3,4,3,4,5,4,1,3,3Q4WeJmzxuDpzMu9QjQqbM,,pop,tracks/3Q4WeJmzxuDpzMu9QjQqbM.mp3
Tim Maia,Pecado Capital,3,2,3,2,2,5,3,1,1,55g9c7lad0VCcg1PEdJaHl,,funk_soul,tracks/55g9c7lad0VCcg1PEdJaHl.mp3
Lily Allen,Air Balloon,3,3,2,4,3,5,3,1,1,1DIS8YXZKxePLmY7Z8UC4I,,pop,tracks/1DIS8YXZKxePLmY7Z8UC4I.mp3
Paradise Lost,Gone,3,2,4,2,4,2,4,2,5,7C05KE8DAyWoM4yoEOaq6m,,rock,tracks/7C05KE8DAyWoM4yoEOaq6m.mp3
of Montreal,Oslo In The Summertime,2,2,2,2,3,4,2,3,2,3aWcuInJ6nPVUey0wDQQUL,,pop,tracks/3aWcuInJ6nPVUey0wDQQUL.mp3
Usher,DJ Got Us Fallin' In Love,4,5,5,3,2,5,5,2,1,4356Typ82hUiFAynbLYbPn,,pop,tracks/4356Typ82hUiFAynbLYbPn.mp3
Ed Sheeran,Shape Of You,5,3,5,4,3,5,3,2,1,7qiZfU4dY1lWllzX7mPBI3,Ugkx4cMxVQKskjH_07oSOjcVG2b0SQ05qPj5,pop,tracks/Ugkx4cMxVQKskjH_07oSOjcVG2b0SQ05qPj5.mp3
Dinah Washington,Cry Me a River,4,4,5,5,5,4,4,2,5,4ydtQJImyQg6UDFFZBzgxp,,jazz,tracks/4ydtQJImyQg6UDFFZBzgxp.mp3
Prince & The Revolution,Purple Rain,4,5,5,2,2,2,4,2,2,54X78diSLoUDI3joC2bjMz,,rock,tracks/54X78diSLoUDI3joC2bjMz.mp3
Nat King Cole,Unforgettable,4,3,5,5,5,3,1,2,3,648TTtYB0bH0P8Hfy0FmkL,,jazz,tracks/648TTtYB0bH0P8Hfy0FmkL.mp3
Brahms,Sinfonie Nr. 4,4,5,4,4,5,3,2,2,1,,Ugkx1vaUia7sOeAC90G3Wof5F_L2FzTf1EQU,classic,tracks/Ugkx1vaUia7sOeAC90G3Wof5F_L2FzTf1EQU.mp3
Erykah Badu,Didn't Cha Know,2,2,4,4,5,3,1,1,2,7pv80uUHfocFqfTytu1MVi,,funk_soul,tracks/7pv80uUHfocFqfTytu1MVi.mp3
50 Cent,In Da Club,2,1,2,1,3,5,4,2,1,7iL6o9tox1zgHpKUfh9vuC,UgkxPTUGD757NZE04L5T2DQ0oFPpRTI64qKI,hip_hop,tracks/UgkxPTUGD757NZE04L5T2DQ0oFPpRTI64qKI.mp3
Kendrick Lamar,Alright,2,1,1,1,1,4,2,3,1,3iVcZ5G6tvkXZkZKlMpIUs,UgkxPHROtDPzARhhsdqX8YLXqcNPRExmYyGh,hip_hop,tracks/UgkxPHROtDPzARhhsdqX8YLXqcNPRExmYyGh.mp3
50 Cent,Candy Shop,2,1,3,4,1,5,5,1,1,5D2mYZuzcgjpchVY1pmTPh,UgkxhZKaCibKVoF7D08iAtBOgJ6J7gBVqXh_,hip_hop,tracks/UgkxhZKaCibKVoF7D08iAtBOgJ6J7gBVqXh_.mp3
Immortal Technique,Freedom Of Speech,2,1,1,1,2,4,2,4,1,6fx3RqwMuR3k7M1bCpUFKJ,,hip_hop,tracks/6fx3RqwMuR3k7M1bCpUFKJ.mp3
Chopin,"3. Klaviersonate, 4. Satz",4,5,4,2,3,5,4,4,2,,UgkxuXKh_Cg-_ifVwhYq5x_Tka3iMqPQkOIb,classic,tracks/UgkxuXKh_Cg-_ifVwhYq5x_Tka3iMqPQkOIb.mp3
Schumann,Kinderszenen,2,2,1,2,5,5,2,2,1,,Ugkx1wCT-CLUHGwzRcnGNdGJAm4MBm_L2YeX,classic,tracks/Ugkx1wCT-CLUHGwzRcnGNdGJAm4MBm_L2YeX.mp3
Kelis,Rolling Through the Hood,1,1,3,2,4,3,3,1,2,7bjpWKh3teUpsNgdpcq7eb,,funk_soul,tracks/7bjpWKh3teUpsNgdpcq7eb.mp3
Frank Ocean,Thinkin Bout You,3,1,3,3,4,3,1,3,1,5mphdlILgAq3vh1MSvAJTS,,pop,tracks/5mphdlILgAq3vh1MSvAJTS.mp3
Mc Wm,Fuleragem,1,2,1,1,1,4,4,5,1,6tuzPD1zPPvwMbGiD0TBay,,funk_soul,tracks/6tuzPD1zPPvwMbGiD0TBay.mp3
Daniel Powter,Bad Day,4,2,5,5,5,5,2,1,1,0mUyMawtxj1CJ76kn9gIZK,UgkxMYoWzQiOOQF8zBwxt7jFT2OSI6ZITlE8,pop,tracks/UgkxMYoWzQiOOQF8zBwxt7jFT2OSI6ZITlE8.mp3
Mussorgsky,Bilder einer Ausstellung,5,4,1,1,1,5,5,5,1,,Ugkx91mTFEVcvkA0MA3pwqZq6LccGPuvSzCV,classic,tracks/Ugkx91mTFEVcvkA0MA3pwqZq6LccGPuvSzCV.mp3
NAS,N.Y. State of Mind,1,2,1,1,1,4,4,5,1,0trHOzAhNpGCsGBEu7dOJo,UgkxcIw-zmh7aFX4IwPWGXjuVNMj17Xr2DKa,hip_hop,tracks/UgkxcIw-zmh7aFX4IwPWGXjuVNMj17Xr2DKa.mp3
The Temptations,My Girl,3,2,5,5,4,5,3,1,2,745H5CctFr12Mo7cqa1BMH,,funk_soul,tracks/745H5CctFr12Mo7cqa1BMH.mp3
Steely Dan,Blues Beach,3,2,3,4,2,5,3,1,1,1RHIgJN4USj9Buggihf2Pn,,rock,tracks/1RHIgJN4USj9Buggihf2Pn.mp3
Armin van Buuren,Not Giving Up On Love,3,4,2,1,2,5,5,3,1,1frLUl7UjAs0eLL2FzJgmA,,electronic,tracks/1frLUl7UjAs0eLL2FzJgmA.mp3
Belinda,Bailarï¿½a Sobre el Fuego,3,2,2,3,2,4,2,2,1,6OdBw3nV7nmGC5lSxf67p2,,electronic,tracks/6OdBw3nV7nmGC5lSxf67p2.mp3
Ace of Base,All That She Wants,3,3,5,3,4,5,4,1,2,6kWJvPfC4DgUpRsXKNa9z9,,pop,tracks/6kWJvPfC4DgUpRsXKNa9z9.mp3
Boys Like Girls,Thunder,4,2,5,4,4,3,3,1,3,1MrNveiYvWyKNAMiqn8xS8,,rock,tracks/1MrNveiYvWyKNAMiqn8xS8.mp3
Geri Halliwell,Love Never Loved Me,3,3,2,4,2,5,5,1,1,2s7DRQ5KxfMd4p53VH0viU,,pop,tracks/2s7DRQ5KxfMd4p53VH0viU.mp3
Count Basie,Shiny Stockings,2,2,5,3,5,4,1,1,1,5JZoHrIGklz4iUlUNjMBcs,,jazz,tracks/5JZoHrIGklz4iUlUNjMBcs.mp3
2NE1,In the Club,4,2,2,3,2,3,4,2,2,6ZkNt6fWIMoqznNe5RRwRT,,pop,tracks/6ZkNt6fWIMoqznNe5RRwRT.mp3
Jay-Z,Ni**as In Paris,3,2,3,1,1,5,5,4,1,4Li2WHPkuyCdtmokzW2007,UgkxAPRwScOtAsH7lNmTXrrFrOPHFa8aEtuP,hip_hop,tracks/UgkxAPRwScOtAsH7lNmTXrrFrOPHFa8aEtuP.mp3
Strike,O Teu Olhar,2,2,2,1,1,5,5,4,1,4wGDJMUhcFy1j7XWo5ve4K,,rock,tracks/4wGDJMUhcFy1j7XWo5ve4K.mp3
Metronomy,I'm Aquarius,2,2,2,2,3,3,1,2,1,3xEJ59GyjCjcJ69RQc2ej6,,pop,tracks/3xEJ59GyjCjcJ69RQc2ej6.mp3
The Weather Girls,It's Raining Men,4,4,5,3,1,5,5,1,1,4caiYv89C9GZdDD1RzshWd,,funk_soul,tracks/4caiYv89C9GZdDD1RzshWd.mp3
Christopher Cross,Ride Like the Wind,2,2,3,1,3,4,2,1,1,7gUMShP1l20tC0xf17Zplk,,rock,tracks/7gUMShP1l20tC0xf17Zplk.mp3
Atomic Kitten,It's OK!,2,3,4,3,5,4,3,1,3,7fQrbv4s2XyMwVCIKenI26,,pop,tracks/7fQrbv4s2XyMwVCIKenI26.mp3
Oli Brown,Speechless,2,1,2,2,3,5,3,2,1,6brUC8EwzQljB17IQpmxgW,,pop,tracks/6brUC8EwzQljB17IQpmxgW.mp3
Atomic Kitten,Whole Again,4,2,5,3,2,5,1,1,1,16MJqq0vEuW6GRX6faetTm,UgkxRuEzjMw9YVumTIcZtXlLtf9ZE4JULUox,pop,tracks/UgkxRuEzjMw9YVumTIcZtXlLtf9ZE4JULUox.mp3
Al Jarreau,Ain't No Sunshine,3,2,5,5,4,5,4,2,3,0Res4ooR61zc5T7m2Fswog,,jazz,tracks/0Res4ooR61zc5T7m2Fswog.mp3
Bee Gees,Words,3,2,4,2,5,2,2,4,1,07PIhdmyYIw8dMeDMsx9FU,UgkxfOUjcMda4LaZVf_FI8GL9mrBRG3qu-sM,pop,tracks/UgkxfOUjcMda4LaZVf_FI8GL9mrBRG3qu-sM.mp3
Yonderboi,Before you snap,3,2,2,1,2,1,4,5,2,1a9F0TEZ5fO4yWj0g9wojX,,electronic,tracks/1a9F0TEZ5fO4yWj0g9wojX.mp3
Tschaikowski,Marsch (Nussknacker),4,2,4,1,3,5,5,1,1,,Ugkx4F31UGibkv7P0DjRbtyiIkZv-oHrFexd,classic,tracks/Ugkx4F31UGibkv7P0DjRbtyiIkZv-oHrFexd.mp3
Duffy,Rockferry,2,2,3,3,4,1,2,1,3,78twQ5XCFJMTE37ZSU0gsj,,funk_soul,tracks/78twQ5XCFJMTE37ZSU0gsj.mp3
Brahms,Klaviersonate Nr. 3 (Zwei Klaviere),3,4,2,3,3,3,5,3,2,,Ugkxni9QT2IVeo4E325b60MKpScPAdd-qcj_,classic,tracks/Ugkxni9QT2IVeo4E325b60MKpScPAdd-qcj_.mp3
Leon Bridges,River,4,3,4,4,5,2,1,1,1,3hhbDnFUb2bicI2df6VurK,Ugkx0SGKkOhLVssE1_jINsxQmayREBED_VFK,pop,tracks/Ugkx0SGKkOhLVssE1_jINsxQmayREBED_VFK.mp3
Candlemass,Solitude,2,4,1,1,1,2,5,5,3,0v3WyEt2g04WFpfVwcnfXm,,rock,tracks/0v3WyEt2g04WFpfVwcnfXm.mp3
Apparat,Black Water,3,4,3,3,3,2,3,2,4,3mFu6HJLVeyyUyTS1EkHFP,,electronic,tracks/3mFu6HJLVeyyUyTS1EkHFP.mp3
James Blake,Overgrown,2,2,3,3,5,1,1,2,4,2IqjKEBiz0CdLKdkXhxw84,,electronic,tracks/2IqjKEBiz0CdLKdkXhxw84.mp3
Jorge Ben,Ponta de lanï¿½a africano (Umbabarauma),4,3,1,1,2,5,5,2,1,0jayFuH5lbwOOVeJnwDgGf,,jazz,tracks/0jayFuH5lbwOOVeJnwDgGf.mp3
Stevie Wonder,I Wish,4,1,2,1,2,5,3,1,1,687YZan9Gol1UVvbpUSO6Y,UgkxlIhVwyJFYKbpaZtpwOKbvNoCej0Snbxd,pop,tracks/UgkxlIhVwyJFYKbpaZtpwOKbvNoCej0Snbxd.mp3
Rilo Kiley,It Just Is,5,3,5,4,4,2,2,1,5,26tR002TUAcmtfBLR7hVnS,,pop,tracks/26tR002TUAcmtfBLR7hVnS.mp3
Jamiroquai,Automaton,3,3,2,1,2,5,5,4,1,42dJ29C11xlJTLkRVmKty1,,funk_soul,tracks/42dJ29C11xlJTLkRVmKty1.mp3
Sam Smith,Stay with Me,2,2,4,5,5,3,2,1,5,5Nm9ERjJZ5oyfXZTECKmRt,,funk_soul,tracks/5Nm9ERjJZ5oyfXZTECKmRt.mp3
Gino Vannelli,Wheels Of Life,4,2,5,5,5,3,3,1,3,7uE9ZeScOg28zFE7OHQxuR,,jazz,tracks/7uE9ZeScOg28zFE7OHQxuR.mp3
Gorillaz,Feel good Inc.,5,4,3,4,4,5,4,1,1,0d28khcov6AiegSCpG5TuT,UgkxH7E3iJmQ7z_oAHV9C-z0ntbODARuTc-0,pop,tracks/UgkxH7E3iJmQ7z_oAHV9C-z0ntbODARuTc-0.mp3
Coolio,Gangsta's Paradise,5,3,4,1,2,5,5,2,1,1DIXPcTDzTj8ZMHt3PDt8p,,hip_hop,tracks/1DIXPcTDzTj8ZMHt3PDt8p.mp3
Nina Simone,Feeling Good,3,4,4,4,4,5,5,1,1,6Rqn2GFlmvmV4w9Ala0I1e,UgkxcOl1VgzbVitwna_Kd3xIyvtcRJp-4xK_,pop,tracks/UgkxcOl1VgzbVitwna_Kd3xIyvtcRJp-4xK_.mp3
Xatar,Meine Groï¿½e Liebe,2,4,1,2,1,4,4,1,1,7H1xPBRWYLhPGluTUDUYOw,UgkxFhBctjHXvMsHAcraQU2xMxEYvWxFm_wL,hip_hop,tracks/UgkxFhBctjHXvMsHAcraQU2xMxEYvWxFm_wL.mp3
Loreen,My Heart Is Refusing Me,4,3,3,1,2,5,5,3,1,0sg9jTiFokw2U15qGK7wPK,,pop,tracks/0sg9jTiFokw2U15qGK7wPK.mp3
Kendrick Lamar,i,1,1,1,1,1,4,2,4,1,7wdzLe2Gsx1RGqbvYZHASz,UgkxS_Zf6GeAQ5Wb_1Gfdz-EVBhrebmlb6Yn,hip_hop,tracks/UgkxS_Zf6GeAQ5Wb_1Gfdz-EVBhrebmlb6Yn.mp3
Mayday Parade,Your Song,2,3,4,2,2,4,5,5,4,7va0FN5Fim1dNPi06sqxVx,,rock,tracks/7va0FN5Fim1dNPi06sqxVx.mp3
Mark Ronson,Uptown Funk,5,2,2,1,4,5,5,2,1,32OlwWuMpZ6b0aN2RZOeMS,UgkxAtoariM8O0ql3atpeX96wd-ObqBs0aW_,funk_soul,tracks/UgkxAtoariM8O0ql3atpeX96wd-ObqBs0aW_.mp3
Village People,Go West,2,1,5,2,2,5,5,2,1,5v67uga7IFT3FQhDDBgaY8,,funk_soul,tracks/5v67uga7IFT3FQhDDBgaY8.mp3
Paramore,That's What You Get,2,2,5,2,1,5,5,2,1,1JdKrFyoU05abww0Zv0ayQ,,rock,tracks/1JdKrFyoU05abww0Zv0ayQ.mp3
Sia,The Church of What's Happening Now,5,5,5,5,5,2,2,2,5,2NIq6qD7oM7SRT0C7kobr5,,electronic,tracks/2NIq6qD7oM7SRT0C7kobr5.mp3
Vivaldi,Die 4 Jahreszeiten (Sommer),4,4,3,3,5,2,1,2,2,,UgkxsUbAkn64g0KksHbehhXYmDCvmZeHczH3,classic,tracks/UgkxsUbAkn64g0KksHbehhXYmDCvmZeHczH3.mp3
Wrabel,The Village,5,3,3,4,5,3,2,1,3,6epvwUINain4iSHCTWA0sj,UgkxpnhiQPUtgAkHJTcKBqBX4YVnznIpklej,pop,tracks/UgkxpnhiQPUtgAkHJTcKBqBX4YVnznIpklej.mp3
Ledisi,Alright,2,3,2,1,4,5,2,4,1,1wRQqmZwiF4thdQ8N7FiNv,,funk_soul,tracks/1wRQqmZwiF4thdQ8N7FiNv.mp3
A*Teens,Rockin',2,1,3,2,2,5,2,1,1,66Ic3dIvBMBV7Oc4PUjw5w,,pop,tracks/66Ic3dIvBMBV7Oc4PUjw5w.mp3
Billie Holiday,Lady Sings The Blues,2,2,4,4,4,1,1,1,3,6rX7Rgi2O5csTzLan7rL0c,,jazz,tracks/6rX7Rgi2O5csTzLan7rL0c.mp3
Nat King Cole,Aquellos Ojos Verdes,2,2,4,5,5,2,1,1,1,35uu4l4jYnCLMh88URXqoX,,jazz,tracks/35uu4l4jYnCLMh88URXqoX.mp3
Jose Gonzales,Heartbeats,5,3,5,5,5,1,2,1,2,11X4Gw3T4hoktVruLgTnm1,Ugkx7lMXD9hmHssWqqYZ9DMvrmwWMWV2PRwB,pop,tracks/Ugkx7lMXD9hmHssWqqYZ9DMvrmwWMWV2PRwB.mp3
Elton John,Your Song,4,4,5,4,3,3,4,1,3,38zsOOcu31XbbYj9BIPUF1,UgkxdWGkpjrXKcJkU6bVakI-M3-q0x9VjUwl,pop,tracks/38zsOOcu31XbbYj9BIPUF1.mp3
Gorillaz,Tomorrow Comes Today,4,4,4,2,4,4,3,1,4,3qdDjz9kOvquEFbvXBYOMQ,,electronic,tracks/3qdDjz9kOvquEFbvXBYOMQ.mp3
Wild Cherry,Play That Funky Music,3,4,5,2,4,5,5,1,1,5uuJruktM9fMdN9Va0DUMl,,funk_soul,tracks/5uuJruktM9fMdN9Va0DUMl.mp3
Carl Orff,O Fortuna (Carmina Burana),4,5,3,1,2,5,5,2,1,,UgkxXSbfxW58bYGu_rCHNm5qmvgW90Phkh-U,classic,tracks/UgkxXSbfxW58bYGu_rCHNm5qmvgW90Phkh-U.mp3
Hot Chocolate,You Sexy Thing,4,2,5,4,4,5,4,1,1,714hERk9U1W8FMYkoC83CO,,funk_soul,tracks/714hERk9U1W8FMYkoC83CO.mp3
Kandi,Don't Think I'm Not,1,1,3,4,2,4,3,1,2,487Dyzs7Xbbk4hIWYyYT80,,funk_soul,tracks/487Dyzs7Xbbk4hIWYyYT80.mp3
Caetano Veloso,Alexandre,2,1,2,2,2,5,2,2,1,4fpHhkV7T4WEwdkpN5tL6R,,jazz,tracks/4fpHhkV7T4WEwdkpN5tL6R.mp3
Kylie Minogue,Did It Again,2,2,4,2,3,5,2,2,1,06N6MhUlurBOamI1rK9u2U,,pop,tracks/06N6MhUlurBOamI1rK9u2U.mp3
ATB,9pm (Till I Come),4,4,5,3,2,5,5,2,1,1CgbwsrNDlFrRuk2ebQ7zr,,electronic,tracks/1CgbwsrNDlFrRuk2ebQ7zr.mp3
Kylie Minogue,Love at First Sight,2,2,2,2,1,5,5,2,1,6ua8mbyHXTHpAmGyGpFAS2,,pop,tracks/6ua8mbyHXTHpAmGyGpFAS2.mp3
Suzanne Vega,In Liverpool,3,3,4,3,3,3,3,2,3,6HHspSEn21kZStPP4BN1xB,,rock,tracks/6HHspSEn21kZStPP4BN1xB.mp3
Daddy Was A Milkman,Breathe In,3,2,3,4,5,2,1,1,2,0JD76XBC2uL6A5ZHTKIKHF,,electronic,tracks/0JD76XBC2uL6A5ZHTKIKHF.mp3
Everything But the Girl,Low Tide Of The Night,4,4,5,4,5,4,2,1,1,06bJuoqZDzxSINQFREVLu0,,electronic,tracks/06bJuoqZDzxSINQFREVLu0.mp3
Kelly Clarkson,Love So Soft,2,1,2,3,1,5,5,3,1,16QN8cBubEq706vNtPpOME,,funk_soul,tracks/16QN8cBubEq706vNtPpOME.mp3
Bushido,Leben Und Tod Des Kenneth Glï¿½ckler,3,3,1,1,2,4,5,3,1,3ai0DFuYn5KnHPUbRjAkga,,hip_hop,tracks/3ai0DFuYn5KnHPUbRjAkga.mp3
Bruno Mars,Just the Way You Are,3,2,5,5,3,5,3,1,2,7BqBn9nzAq8spo5e7cZ0dJ,,pop,tracks/7BqBn9nzAq8spo5e7cZ0dJ.mp3
The Bug,Poison Dart,2,2,2,2,2,3,2,5,1,7k9XruEHhkEH1I2epEHERo,,electronic,tracks/7k9XruEHhkEH1I2epEHERo.mp3
Bach,Brandenburgische Konzerte,3,4,2,2,3,4,4,3,1,,UgkxeLffTg_jPplOibtLpXdWG3rrOmkbu7dp,classic,tracks/UgkxeLffTg_jPplOibtLpXdWG3rrOmkbu7dp.mp3
Prinz Pi,Laura,2,2,2,1,2,1,2,3,2,4pbTElMDaHrkLOfOv8nUdC,UgkxKywj4WMS6UIR12bQWx3DD6jYhjU0j1Em,hip_hop,tracks/UgkxKywj4WMS6UIR12bQWx3DD6jYhjU0j1Em.mp3
Claptu,Aper,2,2,5,5,5,1,1,2,1,4tC89UWVzU3PqdqdiQbAdo,,hip_hop,tracks/4tC89UWVzU3PqdqdiQbAdo.mp3
Onuka,Vsesvit,3,2,1,2,3,4,4,1,2,0ROyrrMf9crvLUImY1SoG6,,electronic,tracks/0ROyrrMf9crvLUImY1SoG6.mp3
Beyonce,Halo,4,4,4,3,3,4,5,2,2,2MfOcbtgz2yTsiznFmVZUN,UgkxOQ0jGF0Dy7qev4oDn0V5sTNumm48WRwH,pop,tracks/UgkxOQ0jGF0Dy7qev4oDn0V5sTNumm48WRwH.mp3
Descendents,Silly Girl,1,2,2,2,1,3,5,3,1,1o0cObpbURSTFEoXSgmL6a,,rock,tracks/1o0cObpbURSTFEoXSgmL6a.mp3
Evelyn Thomas,High Energy,2,2,3,1,1,5,5,4,1,2O3JCRH7IvUUbzbxEvoVAi,,funk_soul,tracks/2O3JCRH7IvUUbzbxEvoVAi.mp3
Yellowcard,Everywhere,4,5,5,1,1,5,5,2,2,4A3H0I1iSmYiHh5IScsBX5,,rock,tracks/4A3H0I1iSmYiHh5IScsBX5.mp3
Joey Pecoraro,Your Favorite Place,4,5,4,5,5,3,2,2,1,2p6es5NEF5CBRrKC1lJHri,,hip_hop,tracks/2p6es5NEF5CBRrKC1lJHri.mp3
The Fall of Every Season,From Below,1,2,1,1,1,2,4,5,1,6Cf2i3EYgQcglOmPcR3BDo,,rock,tracks/6Cf2i3EYgQcglOmPcR3BDo.mp3
Brahms,"Klavierquartett Nr. 3 in C-Moll, 3. Satz",4,2,5,5,5,1,1,3,3,,UgkxEeJK_7M-PoHxZ3RnXvL5jlUpgeYEmPTt,classic,tracks/UgkxEeJK_7M-PoHxZ3RnXvL5jlUpgeYEmPTt.mp3
Dr. Dre,Still D.R.E.,3,2,4,1,3,5,5,2,1,503OTo2dSqe7qk76rgsbep,UgkxdRaji-a4BT10TlHVMim4VkgyR10J4JTP,hip_hop,tracks/UgkxdRaji-a4BT10TlHVMim4VkgyR10J4JTP.mp3
K.I.Z.,Ein Affe und ein Pferd,2,2,1,1,2,5,5,5,1,3qM75mSV84LHHJqlITqZsk,UgkxnE8-rmtVlOk9mjkXNUzj7cbG0RTr0goh,hip_hop,tracks/UgkxnE8-rmtVlOk9mjkXNUzj7cbG0RTr0goh.mp3
Mr. Mister,Broken Wings,5,4,5,3,4,3,4,1,2,78FHUZRbFDCG6VkRAQdFLm,,rock,tracks/78FHUZRbFDCG6VkRAQdFLm.mp3
Michael Kiwanuka,Rest,4,4,5,5,5,3,2,1,3,46ueNei78zAk47R2OOLInn,,funk_soul,tracks/46ueNei78zAk47R2OOLInn.mp3
CunninLynguists,Valley of Death,3,4,3,1,1,4,3,2,1,3rvuvqoC0zvoUkog7EKLMv,,hip_hop,tracks/3rvuvqoC0zvoUkog7EKLMv.mp3
Ice Cube,It Was A Good Day,1,1,2,1,3,3,2,3,1,2GrOq1y5gksYrqkc8Jzl9T,Ugkx7zgQVqyx27SS463zhiTuKgY6TFpsLk_D,hip_hop,tracks/Ugkx7zgQVqyx27SS463zhiTuKgY6TFpsLk_D.mp3
Mozart,Eine kleine Nachtmusik: First movement,5,5,3,2,5,5,4,1,1,,UgkxZV0SHrZDy1AYZOZYFH8eCxgTMFI822sq,classic,tracks/UgkxZV0SHrZDy1AYZOZYFH8eCxgTMFI822sq.mp3
Boy,Little Numbers,5,4,3,4,5,5,2,1,1,34UMrasAWi3VHMWpMePxGu,Ugkxay_pPRNk-jT2297d6fkFixYmAiEd8rmG,pop,tracks/Ugkxay_pPRNk-jT2297d6fkFixYmAiEd8rmG.mp3
Robin Schulz,Sugar,3,2,2,2,3,5,5,2,1,5tf1VVWniHgryyumXyJM7w,UgkxQj7p_YA0FCZ6NeermmWRYGyr0lFUwGyS,pop,tracks/UgkxQj7p_YA0FCZ6NeermmWRYGyr0lFUwGyS.mp3
Edwin McCain,I Could Not Ask for More,4,2,4,4,4,2,4,2,2,14J3PO0VnhtcRa31r7Aj1L,,rock,tracks/14J3PO0VnhtcRa31r7Aj1L.mp3
